,Compound ID,InChIKey,SMILES,logS,logP,MW
2638,C3921,UWYHMGVUTGAWSP-JKIFEVAISA-N,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-4.158948178,2.2241,401.436
2639,C3922,CKURLAXVGVRCEI-UHFFFAOYSA-N,CCCCN1CCC(OC(=O)CCC)(C2CCCCC2)CC1.Cl,-4.158804604,5.2846,345.948
2640,C3923,GMNBUMFCZAZBQG-UHFFFAOYSA-N,CCC(O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],-4.157672766,-0.3293,347.922
2641,C3924,PQZSAKDDBHCRCN-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)=NS2(=O)=O,-4.157356794,3.9839,371.819
2642,C3925,ADIMAYPTOBDMTL-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-4.156420419,2.0215,286.713
2643,C3926,NJDUWAXIURWWLN-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,-4.155578052,3.5028,256.684
2644,C3927,BDFDPVIJXDROQT-UHFFFAOYSA-N,Cc1cccc2c(C3CCCN3Cc3ccccc3)c[nH]c12,-4.155515529,4.7513,290.402
2645,C3928,JGDLWBTULYDFPC-UHFFFAOYSA-N,CCCCNC(=O)OCC(C)(COC(N)=O)CC(C)C,-4.154625816,3.7516,288.383
2646,C3929,WOJATDXXHKRDIF-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCC(=O)c2ccc(N3CCOCC3)cc2)CC1.Cl.Cl,-4.153249021,4.5987,482.443
2647,C3930,KUEUWHJGRZKESU-UHFFFAOYSA-N,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,-4.15297952,2.9808,556.523
2648,C3931,XCNYTGVCVIZWBO-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(Cc1ccc([N+](=O)[O-])cc1)[NH+](C)CC2.[Cl-],-4.151959469,1.063,378.85
2649,C3932,PHNLCHMJDSSPDQ-UHFFFAOYSA-N,NC(=O)N1c2ccccc2CCc2ccccc21,-4.151796517,3.7673,238.284
2650,C3933,HWURPQUPKQFGJI-UHFFFAOYSA-N,Cl.Cl.N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,-4.150927725,6.0869,413.341
2651,C3934,JJCLUKWQCSNXSQ-UHFFFAOYSA-N,CC1(C)CCCN1CC(C(=O)c1ccccc1)c1ccccc1.Cl,-4.150819575,5.2674,343.89
2652,C3935,PMLBXJKQYSENQH-UHFFFAOYSA-N,O=C(O)c1ccccc1Sc1ccccc1,-4.150070521,3.536,230.282
2653,C416,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-4.1500001,3.1208,112.213
2654,C417,QHTJSSMHBLGUHV-UHFFFAOYSA-N,CCC(C)(C)c1ccccc1,-4.1500001,3.3742,148.245
2655,C418,PLDUPXSUYLZYBN-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.1500001,4.2489,437.522
2656,C419,CJGXJKVMUHXVHL-UHFFFAOYSA-N,CC(C)(C)Cc1ccccc1,-4.1500001,3.2752,148.245
2657,C420,UNLYSVIDNRIVFJ-CYBMUJFWSA-N,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@H]1C,-4.1500001,4.7868,353.481
2658,C1682,SYTBZMRGLBWNTM-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.15,3.6808,244.261
2659,C3936,HIVTWVVWNPYTCZ-UHFFFAOYSA-M,CCC[S+](CCC)CC(=O)OCC.[Br-],-4.149859043,-1.0082,285.242
2660,C3937,YCOBARWTFCFMKM-UHFFFAOYSA-N,Cl.Ic1ccc(SCCCCN2CCSC2)nc1,-4.148598497,4.3047,416.772
2661,C3938,ZNSUNUVCVXQNKB-UHFFFAOYSA-N,CCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,-4.148434895,3.4445,305.412
2662,C3939,RCFKEIREOSXLET-UHFFFAOYSA-N,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,-4.147577954,3.5054,284.74
2663,C3940,FLWFHHFTIRLFPV-UHFFFAOYSA-N,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,-4.147135117,4.0107,326.39
2664,C3941,OFAIGZWCDGNZGT-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,-4.147027826,3.3834,289.412
2665,C3942,YNPFMWCWRVTGKJ-UHFFFAOYSA-N,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,-4.145882669,3.8888,300.826
2666,C3943,XDXDZDZNSLXDNA-TZNDIEGXSA-N,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,-4.14509917,1.7206,497.494
2667,C3944,VBOVVOCVQISACR-UHFFFAOYSA-N,CC[NH+](CC)CCN1C(=O)C(C)Oc2cc(Cl)c([N+](=O)[O-])cc21.[Cl-],-4.143210033,-1.121,378.251
2668,C3945,KDLRVYVGXIQJDK-AWPVFWJPSA-N,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,-4.142506174,0.7183,424.983
2669,C3946,RDNLAULGBSQZMP-UHFFFAOYSA-N,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,-4.141814411,4.7023,347.922
2670,C3947,ZZOUFPPAGDDGJX-UHFFFAOYSA-N,[Cl-].c1ccc2c(c1)C[NH2+]c1ccccc1N2,-4.141507631,0.8499,232.709
2671,C3948,PCOQOGIDTIFQAM-XFULWGLBSA-N,CCC[NH+]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.[Cl-],-4.140717493,0.7862,331.836
2672,C3949,QPKUCZZRNHHWCJ-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1ccc(Cl)cc1,-4.140594688,3.6992,295.804
2673,C421,APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,-4.1399999,3.4566,156.224
2674,C422,CGYGETOMCSJHJU-UHFFFAOYSA-N,Clc1ccc2ccccc2c1,-4.1399999,3.4932,162.616
2675,C3950,SESFRYSPDFLNCH-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccccc1,-4.139604987,3.0436,212.244
2676,C3951,YIBWJJLTYYSHCZ-JEJPKGPBSA-N,CCCCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-4.139554615,2.066,449.537
2677,C3952,ZMXGPGZXYJCCHZ-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC(COC(=O)c2cccnc2)OC(=O)c2cccnc2)n(C)c1=O,-4.139297836,0.3063,464.431
2678,C3953,MFZOSKPPVCIFMT-UHFFFAOYSA-N,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-4.137638624,2.6578,308.762
2679,C3954,YZIYKJHYYHPJIB-UUPCJSQJSA-N,NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-4.13758348,-0.7024,897.757
2680,C3955,WCIMWHNSWLLELS-UHFFFAOYSA-M,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],-4.136869485,1.6458,635.895
2681,C3956,NMPSTUCZULEAMJ-UHFFFAOYSA-N,CCC(=O)OC1(c2ccccc2)CCN(C(C)CC)CC1.Cl,-4.136476766,4.4693,325.873
2682,C3957,BQGXUBAXUARNTB-UHFFFAOYSA-N,CCC(=O)OC1(c2ccccc2)CCN(CC(C)C)CC1.Cl,-4.136476766,4.3268,325.873
2683,C3958,DEHWKTMXSOUIDZ-UHFFFAOYSA-N,CC(=O)N(CCO)c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-4.135186744,-0.2066,791.112
2684,C3959,VMFVHQCMVQSENS-UHFFFAOYSA-N,CC(=O)c1ccc2sc(-c3ccccc3)nc2c1,-4.134154821,4.1659,253.319
2685,C3960,TZRUXHZIOJMWKW-UHFFFAOYSA-N,CN(C)CCC1(c2ccccc2)OC(C)(C)c2ccccc21.Cl,-4.133596489,4.9492,331.88
2686,C3961,CDCOFPQIYLPBRQ-UHFFFAOYSA-N,CCN1CCCC(OC(=O)Nc2ccc(Br)cc2)C1,-4.131027102,3.4928,327.217
2687,C3962,DMBFFBKRQNVNGD-UHFFFAOYSA-N,CCN1CCCC(OC(=O)Nc2cccc(Br)c2)C1,-4.131027102,3.4928,327.217
2688,C3963,MBDSEQQSRUBDRQ-UHFFFAOYSA-N,C[NH2+]CCCN1c2ccccc2C[NH2+]c2ccccc21.[Cl-].[Cl-],-4.130451186,-3.2413,340.291
2689,C423,XGMPVBXKDAHORN-NEUNXDCKSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,-4.1300001,1.7621,478.507
2690,C3964,XGMPVBXKDAHORN-RBWIMXSLSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.129665388,1.7621,478.507
2691,C3965,STQGQHZAVUOBTE-VGBVRHCVSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-4.129290298,1.7292,527.52
2692,C3966,VWRXSXTYPJLXGI-UHFFFAOYSA-N,CC(=O)O.CC(=O)O.Oc1ccccc1CNCC1CCC(CNCc2ccccc2O)CC1,-4.128551189,4.7472,474.59
2693,C3967,GIYAQDDTCWHPPL-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,-4.126944598,3.0836,344.247
2694,C3968,DRONDEZXOJEUGU-UHFFFAOYSA-N,N#CC(Cc1ccccc1)c1ccccc1,-4.126217321,3.53648,207.27
2695,C3969,PSCSJABYVDGLPH-UHFFFAOYSA-L,O=S([O-])c1ccc2cccc(SSSc3cccc4ccc(S(=O)[O-])cc34)c2c1.[Na+].[Na+],-4.125985983,7.648,522.611
2696,C3970,IOQDMVNNGGHLEA-UHFFFAOYSA-N,C[NH+](C)CCOC(c1ccccc1)c1cccc2ccccc12.[Cl-],-4.12563246,0.0943,341.874
2697,C3971,SVMALHWUCBPBFC-UHFFFAOYSA-N,Oc1ccc(N(CCBr)CCBr)cc1,-4.125424829,2.9884,323.024
2698,C3972,CWPGNVFCJOPXFB-UHFFFAOYSA-N,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O,-4.124235422,3.0774,242.27
2699,C3973,XQYQSCYDDPMDFG-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccncc1)c1ccc(Cl)cc1,-4.12264337,4.0192,295.763
2700,C3974,YMXKFPLDZGQMDA-UHFFFAOYSA-N,CN1C2CCC1CN(C(=O)C(CO)(c1ccccc1)C1CCCCC1)C2,-4.122319448,2.6778,356.502
2701,C3975,HUAOWAKTVMUAOA-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)C(CO)(c1ccccc1)C1CCCCC1,-4.122319448,2.6778,356.502
2702,C3976,QHCPEVCCVPNQHM-UHFFFAOYSA-N,c1ccc(Cc2nc3ccccc3o2)cc1,-4.122004229,3.4186,209.243
2703,C3977,WMYVHJWZUUEZNE-ARWFNKCKSA-J,Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],-4.121992427,7.6756,960.805
2704,C3978,YQBNJPACAUPNLV-UHFFFAOYSA-N,COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12,-4.121599211,3.6712,258.269
2705,C3979,ODJHQMBSMIPWOW-UHFFFAOYSA-N,CCCCN1CCC(Cl)(c2ccccc2)CC1.Cl,-4.121321877,4.7565,288.256
2706,C424,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,CC(C)Cc1ccccc1,-4.1199999,2.8851,134.218
2707,C425,FMGSKLZLMKYGDP-LQAQHOFVSA-N,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-4.1199999,3.8792,288.424
2708,C3980,ZNRUHYACSYSCBU-UHFFFAOYSA-N,COc1cc(C(=O)N2CCCc3ccccc32)cc(OC)c1OC,-4.118852797,3.3704,327.374
2709,C3981,LODGIKWNLDQZBM-LBPRGKRZSA-N,COc1ccc2c(c1O)-c1c3c(cc4c1[C@H](C2)N(C)CC4)OCO3,-4.118618872,2.8195,325.358
2710,C3982,GKQLYSROISKDLL-UHFFFAOYSA-N,CCOC(=O)N1c2ccccc2C=CC1OCC,-4.118132698,3.1039,247.29
2711,C3983,AOEFLMCCBQFZAR-UHFFFAOYSA-N,CC(CC12CC3CC(CC(C3)C1Cl)C2)N(C)C.Cl,-4.117506108,4.5623,292.288
2712,C3984,ACIZPTCLQKKZKN-UHFFFAOYSA-N,CCC(=O)C(CCC[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],-4.117360459,-0.1195,345.906
2713,C3985,XEFOQDPAHAWQEH-UHFFFAOYSA-N,CCCCCCCCCSCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2714,C3986,RUNZJJWOUSDDRH-UHFFFAOYSA-N,CCCCCCCCSCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2715,C3987,BOZCACJUSDJWPC-UHFFFAOYSA-N,CCCCCCCSCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2716,C3988,ZFOZGKFRTQWEQW-UHFFFAOYSA-N,CCCCCCSCCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2717,C3989,ZPROCDMEUHMNTJ-UHFFFAOYSA-N,CCCCCSCCCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2718,C3990,IPXDFCRSXWUBFA-UHFFFAOYSA-N,CCCCSCCCCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
2719,C3991,CHIFCDOIPRCHCF-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,-4.115680239,3.3565,305.159
2720,C3992,JTIGKVIOEQASGT-UHFFFAOYSA-N,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,-4.115404627,3.9528,278.348
2721,C3993,MXZNFYAZTAGKQZ-UHFFFAOYSA-N,CCCCN1CCC(=O)C(C2CCN(CCCC)C(OC(=O)CC)C2)C1.Cl.Cl,-4.115291437,4.9487,439.46
2722,C3994,DQTVKTMIXALQNO-UHFFFAOYSA-N,CCCN1CCc2c(cccc2NC(=O)c2ccc(OC)c(OC)c2)C1,-4.114986089,3.7351,354.443
2723,C3995,GQSGZTBDVNUIQS-DGCLKSJQSA-N,C[C@@H]1C[C@@H](OC(=O)c2cccnc2)CC(C)(C)C1,-4.113623901,3.4532,247.333
2724,C3996,MBGGBVCUIVRRBF-UHFFFAOYSA-N,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,-4.112885983,4.7912,404.482
2725,C3997,QHPIKJYLKLSWLD-UHFFFAOYSA-N,CC1(C)OC(CCCN2CCN(CCO)CC2)(c2ccccc2)c2ccccc21.Cl.Cl,-4.111049829,5.0654,467.472
2726,C3998,WYUAEPSEGJFWKX-YGICXTQQSA-N,Cl.Nc1cccc(CCN2CC[C@]34CCCC[C@H]3[C@H]2Cc2ccc(O)cc24)c1,-4.110987215,5.5966,398.969
2727,C3999,MBWCTVKYEHQORY-YGICXTQQSA-N,Cl.Nc1ccc(CCN2CC[C@]34CCCC[C@H]3[C@H]2Cc2ccc(O)cc24)cc1,-4.110987215,5.5966,398.969
2728,C4000,BIRDTWYHBGEPKA-UHFFFAOYSA-N,CN(C)c1ccc(-c2nc3cc(CC(=O)O)ccc3s2)cc1,-4.110877573,3.6564,312.386
2729,C426,JZUTXVTYJDCMDU-MOPGFXCFSA-N,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,-4.1100001,2.8111,383.395
2730,C427,JXVIIQLNUPXOII-JTDNENJMSA-N,C[C@@H]1CCCC[C@H]1NC(=O)Nc1ccccc1,-4.1100001,3.8507,232.321
2731,C428,RZKYEQDPDZUERB-UHFFFAOYSA-N,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.1100001,2.297,230.259
2732,C429,BULVZWIRKLYCBC-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSCC,-4.1100001,4.3783,260.377
2733,C430,YSEMEGXOKULCML-UHFFFAOYSA-N,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.1100001,2.5187,288.732
2734,C4001,RNKBIXXGAAQHCZ-UHFFFAOYSA-N,CCCc1cccc(Br)c1OCC(O)CO,-4.10896923,2.1336,289.166
2735,C4002,JMYUWUORMAYJLT-UHFFFAOYSA-N,Cl.Ic1ccc(OCCCCCN2CCSC2)nc1,-4.10856294,3.9815,414.733
2736,C4003,BHCOGFGUMGMUPP-XVQDCFBBSA-N,CCOc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC)c2c1.Cl.Cl,-4.108496741,5.3292,413.381
2737,C4004,BTLNKJBBYZNKSH-UHFFFAOYSA-M,CCCCOc1ccc([N+]2(C)CCOC(CCOOCC)C2)cc1.[Br-],-4.108345022,0.6634,418.366
2738,C4005,LJOQGZACKSYWCH-LHHVKLHASA-N,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-4.10794497,3.3351,326.433
2739,C4006,MGJBHISEQPOUJP-OVAHNPOGSA-N,COC(=O)[C@@]1(c2ccccc2)CC[C@@H]([NH+](C)C)c2ccccc21.[Cl-],-4.107545363,-0.8709,345.863
2740,C4007,MGJBHISEQPOUJP-MLVYHOMMSA-N,COC(=O)[C@@]1(c2ccccc2)CCC([NH+](C)C)c2ccccc21.[Cl-],-4.107545363,-0.8709,345.863
2741,C4008,XXFVRXJPEIBBEZ-UHFFFAOYSA-N,CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,-4.107486543,3.8709,298.423
2742,C4009,FDTSMJLKASTENG-UHFFFAOYSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+](C)C.[Br-],-4.107171022,-0.2636,390.357
2743,C4010,QMRJLXOCWJOZLU-UHFFFAOYSA-N,CC(=O)Nc1ccc2nc3ccccc3cc2c1,-4.106244205,3.4194,236.269
2744,C4011,AOFMKIDPLZIMSQ-UHFFFAOYSA-N,CC(=O)Nc1ccc2cc3ccccc3nc2c1,-4.106244205,3.4194,236.269
2745,C4012,BKYKPTRYDKTTJY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,-4.105131919,4.9263,379.883
2746,C4013,HBCOGAOXPUSAQR-UHFFFAOYSA-N,Cc1cccc(Cl)c1NC(=O)OC1CCN(C(C)C)C1,-4.105100674,3.6905,296.792
2747,C4014,XCGOOGLJHMKVRE-UHFFFAOYSA-N,CC(C(=O)O)c1ccc2sc(-c3ccccc3)nc2c1,-4.10401069,4.1514,283.345
2748,C4015,OUGWHDLNULSJCN-UHFFFAOYSA-N,CN(C)CCCNc1nc(-c2ccccc2)c(-c2ccccc2)o1,-4.103957794,4.4452,321.416
2749,C4016,JSNIFGPPGAINSG-UHFFFAOYSA-N,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-4.102202614,3.4384,496.001
2750,C4017,AAMVKUKGQPPIMG-NEPJUHHUSA-N,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC(CO)CO)c(I)c(N(C(C)=O)[C@@H](O)CO)c1I,-4.100770587,-0.656,821.138
2751,C431,FAOZLTXFLGPHNG-JQJXMUTFSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,-4.0999999,2.9233,376.462
2752,C432,CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.0999999,2.4272,252.268
2753,C433,RGXWDWUGBIJHDO-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCC,-4.0999999,3.6902,200.318
2754,C434,LMNZTLDVJIUSHT-UHFFFAOYSA-N,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,-4.0999999,3.0791,317.321
2755,C435,AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.0999999,2.3801,241.356
2756,C4018,SOOXXPIIPHUERK-UHFFFAOYSA-N,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1,-4.097860715,3.9173,264.322
2757,C4019,KAAZGXDPUNNEFN-UHFFFAOYSA-N,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,-4.097539405,3.4417,343.874
2758,C4020,NMWQEPCLNXHPDX-UHFFFAOYSA-N,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,-4.094203661,3.7902,297.396
2759,C4021,LXFFWIWHBKFGJU-UHFFFAOYSA-N,Brc1ccc(SCCCCCN2CCSC2)nc1.Cl,-4.094136295,4.8527,383.798
2760,C4022,UTXPWBKKZFLMPZ-UHFFFAOYSA-N,Nc1ccc2nc3ccccc3cc2c1,-4.093540204,3.5514,194.232
2761,C4023,GHCKERHPOQWERJ-UHFFFAOYSA-N,Nc1ccc2cc3ccccc3nc2c1,-4.093540204,3.5514,194.232
2762,C4024,YSXKPIUOCJLQIE-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,-4.093049541,3.9003,311.461
2763,C4025,KDXCCWHVFRELBS-UHFFFAOYSA-N,CN1CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.Cl,-4.091751096,4.1958,345.863
2764,C4026,GIJXKZJWITVLHI-YOFSQIOKSA-N,CN1[C@@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,-4.091556801,4.3557,307.429
2765,C4027,BRSYMLUWFHEDPI-UHFFFAOYSA-N,NC(=O)C1(c2ccc(Cl)c(Cl)c2Cl)OC1Cl,-4.091095863,3.6228,300.953
2766,C4028,RIGBEDNANJVICG-YEUQMBKVSA-N,COc1cc(/C=C/C(=O)CCN2CCN(Cc3cccc(C)c3)CC2)cc(OC)c1OC.Cl.Cl,-4.090783965,5.2908,511.481
2767,C4029,QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,-4.088561893,3.1315,313.781
2768,C4030,ASFIIEDZBJDLBD-UHFFFAOYSA-N,CCCCN1CCC(OC(=O)CC)(c2cccs2)CC1.Cl,-4.08803664,4.5324,331.901
2769,C4031,NLVVRLKFCOJPRR-NYHCBIMJSA-M,C=CC1C[N+]2(CC)CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Cl-],-4.087451023,0.6707,388.931
2770,C4032,VZSXTYKGYWISGQ-UHFFFAOYSA-N,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,-4.086451232,3.7253,280.407
2771,C4033,DMNHYFOROKQPHR-UHFFFAOYSA-N,Cl.Clc1ccc(SCCCCCCN2CCSC2)nc1,-4.085824317,5.1337,353.374
2772,C4034,KUFUKKLCQUTJHH-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(OCC(O)CN2CCN(c3ccc(C)c(C)c3)CC2)c1.Cl.Cl,-4.08516804,4.6834,485.444
2773,C4035,JXFXKSDXMALIDC-UHFFFAOYSA-N,CCC(=O)c1ccc(OCC(O)CC2CN=CC=C2c2ccccc2)cc1,-4.084781849,3.6289,363.45
2774,C4036,DBROMEGAUXOXCV-UHFFFAOYSA-L,C[N+]1(CCCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],-4.08382556,-4.1839,554.289
2775,C4037,BULQNWJGGGMADX-UHFFFAOYSA-N,CC(C)C(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,-4.083368717,3.5794,340.459
2776,C4038,HSIBGVUMFOSJPD-CFDPKNGZSA-N,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,-4.082045964,3.8745,310.433
2777,C4039,WEZYGLVLIQZWQM-QXAKKESOSA-N,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(OP(=O)(O)O)cc13,-4.081811269,3.3404,363.388
2778,C4040,LTMHDMANZUZIPE-PUGKRICDSA-N,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-4.081047651,2.2181,780.938
2779,C4041,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,-4.080942736,1.3218,416.517
2780,C4042,IENZQIKPVFGBNW-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,-4.0806881,2.3687,383.401
2781,C436,JOFWLTCLBGQGBO-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.0799999,3.6691,343.21
2782,C437,SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,-4.0799999,4.2774,270.219
2783,C438,LTMHDMANZUZIPE-KUPWFOFFSA-N,C[C@@H]1O[C@H](O[C@H]2[C@H](C)O[C@H](O[C@H]3[C@H](C)O[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@@]65O)C4)C[C@@H]3O)C[C@@H]2O)C[C@H](O)[C@H]1O,-4.0799999,2.2181,780.938
2784,C4043,FYGJHBPMTIZVSW-UHFFFAOYSA-N,CC(CN1CCCC1)(C(=O)c1ccccc1)c1ccccc1.Cl,-4.079007507,4.6629,329.864
2785,C4044,LWBAYRVWDMTLKC-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)C1CCCCC1,-4.078877637,3.3123,267.407
